Division2,Extranjero,Altura,Peso,Edad,PiernaPreferida,Posicion,Valor,SueldoMensual,CalidadActual,CalidadPotencial
Argentina (Interior Zone),NO,183,72,20,Ambidiestro,Delantero,83000,1800,86,100
Argentina (Premier Division),NO,190,78,18,Diestro,Arquero,130000,100,75,100
Argentina (Premier Division),NO,189,85,18,Diestro,Arquero,190000,100,87,100
Argentina (Interior Zone),NO,173,69,27,Diestro,Mediocampista,300000,5200,98,100
Argentina (Metropolitan Zone),NO,188,82,24,Diestro,Mediocampista,195000,2800,92,100
Argentina (Second Division),NO,188,74,17,Diestro,Arquero,67000,20,65,100
Argentina (Interior Zone),NO,180,76,26,Diestro,Mediocampista,350000,6000,97,100
Argentina (Second Division),NO,168,64,21,Diestro,Delantero,125000,1900,70,100
Argentina (Second Division),NO,184,80,20,Diestro,Defensor,135000,20,70,100
Argentina (Interior Zone),NO,181,84,22,Diestro,Arquero,78000,2200,85,100
Argentina (Interior Zone),SI,179,74,25,Diestro,Delantero,155000,3100,93,100
Argentina (Metropolitan Zone),NO,182,80,29,Diestro,Defensor,175000,4400,98,100
Argentina (Interior Zone),NO,187,78,23,Diestro,Arquero,65000,1800,84,100
Argentina (Interior Zone),NO,183,86,22,Diestro,Arquero,54000,1500,75,100
Argentina (Premier Division),NO,180,70,18,Diestro,Delantero,275000,100,81,100
Argentina (Metropolitan Zone),NO,184,71,17,Zurdo,Defensor,84000,2100,75,100
Argentina (Premier Division),NO,183,74,22,Zurdo,Arquero,160000,2700,82,100
Argentina (Interior Zone),NO,190,83,27,Diestro,Defensor,140000,2800,85,100
Argentina (Second Division),NO,183,77,21,Diestro,Delantero,125000,2100,75,100
Argentina (Second Division),NO,187,77,21,Diestro,Arquero,140000,2300,80,100
Argentina (Metropolitan Zone),NO,190,80,22,Diestro,Arquero,64000,2000,78,100
Argentina (Interior Zone),NO,173,72,28,Diestro,Delantero,205000,3900,90,100
Argentina (Interior Zone),NO,186,77,33,Diestro,Arquero,89000,2800,93,100
Argentina (Metropolitan Zone),NO,193,83,20,Diestro,Arquero,110000,20,82,100
Argentina (Premier Division),NO,182,74,19,Diestro,Delantero,200000,100,85,100
Argentina (Metropolitan Zone),NO,180,75,26,Zurdo,Mediocampista,325000,5200,99,100
Argentina (Interior Zone),SI,177,68,32,Diestro,Delantero,45000,2500,90,100
Argentina (Metropolitan Zone),NO,193,82,19,Diestro,Defensor,115000,20,82,100
Argentina (Interior Zone),NO,185,70,17,Diestro,Mediocampista,87000,20,76,100
Argentina (Second Division),NO,186,82,28,Diestro,Defensor,450000,5600,100,100
Argentina (Interior Zone),NO,175,67,21,Diestro,Defensor,70000,2100,78,100
Argentina (Premier Division),NO,194,84,18,Diestro,Arquero,205000,100,89,100
Argentina (Premier Division),NO,188,79,29,Diestro,Arquero,155000,2000,90,100
Argentina (Interior Zone),NO,180,74,24,Diestro,Mediocampista,125000,3000,93,100
Argentina (Interior Zone),NO,193,91,26,Diestro,Delantero,275000,4400,95,100
Argentina (Second Division),NO,183,74,21,Diestro,Mediocampista,145000,1900,80,100
Argentina (Interior Zone),NO,188,78,25,Diestro,Arquero,140000,3700,96,100
Argentina (Interior Zone),NO,194,81,21,Diestro,Arquero,78000,2300,80,100
Argentina (Second Division),NO,178,73,33,Zurdo,Defensor,19000,2100,100,100
Argentina (Second Division),NO,186,82,22,Diestro,Delantero,250000,3300,87,100
Argentina (Interior Zone),NO,167,63,32,Diestro,Mediocampista,57000,2200,93,100
Argentina (Metropolitan Zone),NO,187,76,22,Diestro,Delantero,155000,2700,85,100
Argentina (Second Division),NO,190,86,26,Diestro,Defensor,195000,2900,95,100
Argentina (Metropolitan Zone),NO,173,63,24,Zurdo,Mediocampista,88000,2100,90,100
Argentina (Interior Zone),NO,183,76,21,Zurdo,Defensor,84000,2100,80,100
Argentina (Interior Zone),NO,170,68,31,Zurdo,Mediocampista,150000,4400,97,100
Argentina (Second Division),NO,165,60,18,Zurdo,Delantero,170000,20,78,100
Argentina (Second Division),NO,180,70,17,Zurdo,Arquero,135000,20,78,100
Argentina (Interior Zone),NO,183,85,30,Zurdo,Defensor,200000,5600,97,100
Argentina (Metropolitan Zone),NO,175,67,19,Diestro,Mediocampista,110000,20,75,100
Argentina (Metropolitan Zone),NO,182,78,29,Diestro,Mediocampista,300000,5200,98,100
Argentina (Interior Zone),NO,183,77,20,Diestro,Defensor,92000,2500,85,100
Argentina (Metropolitan Zone),NO,169,74,34,Diestro,Defensor,14500,2300,95,100
Argentina (Second Division),NO,192,87,32,Diestro,Arquero,275000,4400,97,100
Argentina (Interior Zone),NO,181,73,31,Zurdo,Mediocampista,210000,5200,97,100
Argentina (Interior Zone),NO,185,82,23,Zurdo,Defensor,74000,1900,84,100
Argentina (Interior Zone),NO,186,92,31,Diestro,Defensor,120000,3500,96,100
Argentina (Second Division),NO,184,73,23,Zurdo,Arquero,105000,2000,75,100
Argentina (Second Division),NO,182,77,32,Diestro,Defensor,100000,3600,95,100
Argentina (Second Division),NO,168,59,17,Diestro,Delantero,130000,20,74,100
Argentina (Interior Zone),NO,167,68,20,Diestro,Delantero,83000,2100,84,100
Argentina (Metropolitan Zone),NO,163,55,22,Zurdo,Defensor,160000,2800,82,100
Argentina (Interior Zone),NO,178,74,23,Diestro,Mediocampista,155000,3600,93,100
Argentina (Interior Zone),NO,190,84,23,Diestro,Arquero,70000,2300,86,100
Argentina (Second Division),NO,180,71,21,Diestro,Defensor,130000,2100,79,100
Argentina (Interior Zone),NO,165,62,21,Diestro,Mediocampista,79000,2100,83,100
Argentina (Interior Zone),NO,174,75,27,Diestro,Mediocampista,195000,4400,95,100
Argentina (Premier Division),NO,176,65,16,Diestro,Delantero,150000,100,84,100
Argentina (Premier Division),SI,166,60,22,Zurdo,Mediocampista,11500,400,87,100
Argentina (Interior Zone),NO,184,82,33,Diestro,Defensor,30000,2700,95,100
Argentina (Interior Zone),NO,190,98,28,Diestro,Defensor,93000,1900,93,100
Argentina (Premier Division),NO,178,71,18,Diestro,Delantero,180000,2400,78,100
Argentina (Interior Zone),NO,182,80,37,Diestro,Mediocampista,26000,5600,96,100
Argentina (Metropolitan Zone),NO,179,69,29,Diestro,Mediocampista,245000,4800,94,100
Argentina (Second Division),NO,168,68,20,Diestro,Mediocampista,170000,20,83,100
Argentina (Interior Zone),NO,186,78,21,Diestro,Delantero,93000,2000,82,100
Argentina (Metropolitan Zone),NO,185,75,18,Zurdo,Defensor,65000,1700,65,100
Argentina (Premier Division),NO,159,55,18,Diestro,Mediocampista,240000,100,77,100
Argentina (Interior Zone),NO,191,80,22,Diestro,Arquero,85000,1700,81,100
Argentina (Second Division),NO,183,67,16,Zurdo,Defensor,96000,20,70,100
Argentina (Premier Division),NO,171,65,19,Zurdo,Mediocampista,235000,100,79,100
Argentina (Interior Zone),NO,180,70,20,Diestro,Mediocampista,98000,2100,86,100
Argentina (Premier Division),NO,165,55,17,Zurdo,Mediocampista,250000,100,78,100
Argentina (Interior Zone),NO,186,84,33,Diestro,Defensor,92000,5200,96,100
Argentina (Premier Division),NO,195,82,19,Zurdo,Defensor,350000,3100,94,100
Argentina (Metropolitan Zone),NO,190,81,27,Diestro,Arquero,235000,5600,98,99
Argentina (Metropolitan Zone),NO,187,77,20,Diestro,Mediocampista,180000,20,85,99
Argentina (Second Division),NO,179,69,19,Diestro,Delantero,175000,20,77,99
Argentina (Second Division),NO,182,79,17,Zurdo,Defensor,130000,20,76,99
Argentina (Second Division),NO,179,75,20,Zurdo,Defensor,115000,2000,74,99
Argentina (Metropolitan Zone),NO,190,81,18,Diestro,Defensor,90000,20,70,99
Argentina (Second Division),NO,185,76,18,Zurdo,Delantero,170000,20,75,99
Argentina (Second Division),NO,180,68,18,Diestro,Delantero,160000,20,77,99
Argentina (Second Division),NO,180,70,20,Diestro,Mediocampista,140000,20,89,99
Argentina (Premier Division),NO,189,75,17,Diestro,Arquero,37000,100,55,99
Argentina (Second Division),NO,180,70,19,Zurdo,Defensor,160000,20,80,99
Argentina (Second Division),NO,177,72,24,Diestro,Delantero,400000,4800,95,99
Argentina (Second Division),NO,175,68,18,Diestro,Mediocampista,64000,20,63,99
Argentina (Metropolitan Zone),NO,190,84,24,Diestro,Defensor,160000,3400,87,99
Argentina (Second Division),NO,180,63,19,Diestro,Defensor,125000,20,86,99
Argentina (Interior Zone),NO,183,87,27,Diestro,Defensor,86000,2400,94,99
Argentina (Interior Zone),NO,175,74,34,Zurdo,Mediocampista,12000,2400,94,99
Argentina (Interior Zone),NO,177,75,20,Diestro,Delantero,120000,20,79,99
Argentina (Interior Zone),NO,176,78,28,Zurdo,Defensor,105000,2700,96,99
Argentina (Premier Division),NO,183,78,23,Diestro,Defensor,225000,2000,83,99
Argentina (Premier Division),NO,173,60,17,Zurdo,Delantero,150000,100,66,99
Argentina (Interior Zone),NO,195,86,20,Diestro,Defensor,77000,2300,85,99
Argentina (Interior Zone),NO,180,75,23,Diestro,Delantero,145000,2600,92,99
Argentina (Second Division),NO,178,69,19,Diestro,Mediocampista,125000,20,77,99
Argentina (Interior Zone),NO,179,77,25,Diestro,Mediocampista,84000,2200,85,99
Argentina (Interior Zone),NO,175,69,29,Diestro,Mediocampista,94000,2000,91,99
Argentina (Interior Zone),NO,175,70,26,Diestro,Delantero,475000,5200,98,99
Argentina (Second Division),NO,156,55,15,Diestro,Mediocampista,64000,20,60,99
Argentina (Second Division),NO,181,65,16,Diestro,Delantero,120000,20,80,99
Argentina (Second Division),NO,187,79,22,Diestro,Defensor,165000,2400,90,99
Argentina (Metropolitan Zone),NO,167,68,26,Zurdo,Mediocampista,145000,3300,98,99
Argentina (Metropolitan Zone),NO,173,65,23,Diestro,Mediocampista,155000,3100,88,99
Argentina (Interior Zone),NO,186,75,26,Diestro,Arquero,64000,1800,87,99
Argentina (Interior Zone),NO,167,59,20,Diestro,Delantero,210000,20,92,99
Argentina (Metropolitan Zone),NO,180,74,19,Diestro,Delantero,135000,2200,86,99
Argentina (Interior Zone),NO,175,73,30,Diestro,Mediocampista,145000,3400,98,99
Argentina (Premier Division),NO,187,78,19,Diestro,Arquero,135000,100,80,99
Argentina (Interior Zone),NO,177,74,26,Diestro,Defensor,70000,1800,87,99
Argentina (Interior Zone),NO,175,70,29,Diestro,Defensor,175000,3900,98,99
Argentina (Metropolitan Zone),NO,172,72,36,Zurdo,Defensor,25500,5200,97,99
Argentina (Metropolitan Zone),NO,188,86,31,Diestro,Defensor,140000,3400,98,99
Argentina (Premier Division),NO,174,67,20,Diestro,Mediocampista,350000,100,85,99
Argentina (Second Division),NO,180,71,18,Zurdo,Delantero,160000,20,83,99
Argentina (Interior Zone),NO,190,80,18,Diestro,Defensor,84000,2100,82,99
Argentina (Premier Division),NO,176,65,18,Diestro,Delantero,49500,100,55,99
Argentina (Second Division),NO,182,73,18,Diestro,Defensor,110000,20,70,99
Argentina (Interior Zone),NO,175,64,19,Zurdo,Delantero,235000,20,94,99
Argentina (Second Division),NO,191,72,17,Diestro,Defensor,145000,20,78,99
Argentina (Interior Zone),NO,186,82,25,Diestro,Defensor,76000,1800,87,99
Argentina (Premier Division),NO,173,62,21,Diestro,Mediocampista,240000,2500,90,99
Argentina (Interior Zone),NO,179,78,25,Diestro,Delantero,105000,2300,93,99
Argentina (Second Division),NO,185,75,20,Diestro,Arquero,210000,20,85,99
Argentina (Second Division),NO,182,72,19,Diestro,Defensor,145000,20,80,99
Argentina (Second Division),NO,184,76,20,Diestro,Defensor,130000,2100,86,99
Argentina (Interior Zone),NO,177,70,32,Diestro,Defensor,46000,2200,92,99
Argentina (Second Division),NO,187,77,19,Diestro,Arquero,85000,20,74,99
Argentina (Premier Division),NO,189,79,19,Diestro,Delantero,200000,100,81,99
Argentina (Second Division),NO,175,71,19,Diestro,Mediocampista,145000,20,80,99
Argentina (Interior Zone),SI,181,75,31,Diestro,Defensor,130,200,85,99
Argentina (Premier Division),NO,180,76,17,Diestro,Arquero,170000,100,85,99
Argentina (Second Division),NO,186,75,18,Diestro,Mediocampista,165000,20,77,99
Argentina (Second Division),NO,174,66,19,Zurdo,Mediocampista,175000,20,80,99
Argentina (Interior Zone),NO,167,65,23,Diestro,Mediocampista,235000,4400,92,99
Argentina (Interior Zone),NO,172,66,25,Zurdo,Mediocampista,91000,2100,87,99
Argentina (Premier Division),NO,184,79,22,Diestro,Delantero,165000,1600,90,99
Argentina (Premier Division),NO,183,76,17,Diestro,Defensor,200000,100,86,99
Argentina (Metropolitan Zone),NO,180,72,29,Diestro,Mediocampista,245000,4800,99,99
Argentina (Metropolitan Zone),NO,186,78,22,Diestro,Delantero,100000,1900,83,99
Argentina (Interior Zone),NO,184,81,26,Diestro,Defensor,175000,4000,94,99
Argentina (Metropolitan Zone),NO,187,79,21,Diestro,Delantero,115000,2000,74,99
Argentina (Second Division),NO,178,74,22,Diestro,Mediocampista,150000,2100,85,99
Argentina (Second Division),NO,175,69,20,Diestro,Mediocampista,125000,20,76,99
Argentina (Interior Zone),NO,185,82,34,Zurdo,Mediocampista,37500,4000,97,99
Argentina (Premier Division),NO,185,78,20,Diestro,Mediocampista,240000,100,92,99
Argentina (Interior Zone),NO,177,71,31,Diestro,Mediocampista,155000,4000,95,99
Argentina (Second Division),NO,173,65,19,Diestro,Mediocampista,180000,20,85,99
Argentina (Interior Zone),SI,180,72,28,Diestro,Delantero,0,0,88,99
Argentina (Premier Division),NO,173,68,21,Diestro,Delantero,155000,1700,83,99
Argentina (Metropolitan Zone),NO,173,73,25,Diestro,Mediocampista,92000,2200,90,99
Argentina (Second Division),NO,170,61,19,Diestro,Mediocampista,245000,20,83,99
Argentina (Interior Zone),NO,191,79,22,Diestro,Defensor,125000,2100,84,99
Argentina (Second Division),NO,185,71,20,Diestro,Arquero,84000,20,70,99
Argentina (Metropolitan Zone),NO,176,65,17,Diestro,Mediocampista,105000,20,75,99
Argentina (Interior Zone),NO,176,68,26,Diestro,Defensor,140000,2000,94,99
Argentina (Metropolitan Zone),NO,185,74,18,Diestro,Mediocampista,71000,20,70,99
Argentina (Interior Zone),NO,177,72,32,Diestro,Mediocampista,74000,2500,94,99
Argentina (Interior Zone),NO,181,72,26,Diestro,Defensor,160000,3800,93,98
Argentina (Interior Zone),NO,171,71,28,Diestro,Mediocampista,250000,5200,96,98
Argentina (Second Division),NO,175,63,18,Diestro,Delantero,160000,20,83,98
Argentina (Premier Division),NO,175,71,18,Diestro,Delantero,185000,100,75,98
Argentina (Metropolitan Zone),NO,181,67,22,Diestro,Mediocampista,105000,2100,80,98
Argentina (Metropolitan Zone),NO,172,74,21,Diestro,Delantero,72000,1500,75,98
Argentina (Second Division),NO,176,79,19,Diestro,Delantero,90000,20,75,98
Argentina (Interior Zone),NO,193,81,31,Diestro,Defensor,75000,2500,94,98
Argentina (Interior Zone),NO,186,77,19,Diestro,Mediocampista,105000,20,80,98
Argentina (Second Division),NO,186,75,18,Diestro,Mediocampista,145000,20,70,98
Argentina (Interior Zone),SI,181,76,23,Diestro,Arquero,575,400,68,98
Argentina (Interior Zone),SI,172,67,20,Zurdo,Defensor,2400,640,79,98
Argentina (Metropolitan Zone),NO,178,77,26,Diestro,Mediocampista,275000,5200,97,98
Argentina (Interior Zone),NO,184,80,38,Diestro,Delantero,9250,1900,87,98
Argentina (Metropolitan Zone),NO,186,75,21,Diestro,Delantero,105000,2500,82,98
Argentina (Premier Division),NO,180,66,19,Diestro,Mediocampista,220000,100,84,98
Argentina (Second Division),NO,166,66,23,Zurdo,Mediocampista,145000,2000,77,98
Argentina (Second Division),NO,176,68,20,Zurdo,Defensor,110000,20,80,98
Argentina (Premier Division),NO,163,55,27,Diestro,Mediocampista,240000,2000,86,98
Argentina (Second Division),NO,180,73,16,Zurdo,Defensor,120000,20,74,98
Argentina (Interior Zone),NO,185,81,28,Zurdo,Mediocampista,250000,4800,97,98
Argentina (Premier Division),NO,159,59,20,Zurdo,Defensor,215000,100,85,98
Argentina (Interior Zone),NO,177,71,22,Diestro,Delantero,93000,2300,86,98
Argentina (Second Division),NO,179,80,17,Zurdo,Mediocampista,130000,20,70,98
Argentina (Second Division),NO,186,75,19,Diestro,Arquero,120000,20,78,98
Argentina (Second Division),NO,173,69,20,Diestro,Defensor,220000,2800,92,98
Argentina (Premier Division),NO,193,84,18,Diestro,Arquero,175000,100,87,98
Argentina (Interior Zone),NO,186,84,31,Diestro,Arquero,125000,3200,94,98
Argentina (Premier Division),NO,171,67,23,Zurdo,Defensor,235000,2600,86,98
Argentina (Interior Zone),NO,179,75,24,Diestro,Delantero,105000,2200,86,98
Argentina (Metropolitan Zone),NO,175,70,20,Diestro,Delantero,125000,20,80,98
Argentina (Second Division),NO,168,60,20,Zurdo,Mediocampista,68000,20,64,98
Argentina (Interior Zone),NO,172,70,29,Zurdo,Defensor,88000,1600,91,98
Argentina (Premier Division),NO,168,61,19,Diestro,Delantero,90000,100,70,98
Argentina (Metropolitan Zone),NO,170,66,22,Diestro,Delantero,175000,3600,87,98
Argentina (Interior Zone),NO,175,70,24,Diestro,Arquero,67000,1800,89,98
Argentina (Metropolitan Zone),NO,183,75,19,Zurdo,Defensor,85000,20,78,98
Argentina (Interior Zone),NO,185,82,26,Diestro,Delantero,99000,2400,86,98
Argentina (Premier Division),NO,182,74,18,Diestro,Defensor,325000,100,85,98
Argentina (Interior Zone),NO,163,56,21,Diestro,Delantero,145000,2800,92,98
Argentina (Premier Division),NO,178,74,20,Zurdo,Defensor,215000,100,80,98
Argentina (Interior Zone),NO,189,80,29,Zurdo,Defensor,110000,2500,97,98
Argentina (Second Division),NO,170,63,19,Zurdo,Defensor,125000,1700,80,98
Argentina (Interior Zone),NO,178,75,36,Diestro,Mediocampista,19750,4000,97,98
Argentina (Metropolitan Zone),NO,191,94,28,Diestro,Defensor,250000,5600,96,98
Argentina (Second Division),NO,174,66,21,Diestro,Mediocampista,130000,2000,75,98
Argentina (Second Division),NO,184,75,21,Zurdo,Mediocampista,155000,2200,80,98
Argentina (Metropolitan Zone),NO,182,66,16,Diestro,Arquero,66000,20,65,98
Argentina (Interior Zone),NO,178,74,28,Diestro,Mediocampista,325000,6000,95,98
Argentina (Second Division),NO,184,76,19,Diestro,Mediocampista,180000,20,86,98
Argentina (Second Division),NO,180,73,19,Diestro,Delantero,180000,20,88,98
Argentina (Metropolitan Zone),NO,172,65,19,Zurdo,Defensor,105000,20,80,98
Argentina (Interior Zone),NO,186,85,31,Diestro,Defensor,81000,2300,96,98
Argentina (Premier Division),NO,184,79,18,Zurdo,Defensor,200000,100,84,98
Argentina (Second Division),NO,188,69,16,Diestro,Defensor,100000,20,72,98
Argentina (Interior Zone),NO,185,75,27,Zurdo,Mediocampista,195000,4000,95,98
Argentina (Interior Zone),NO,179,76,30,Diestro,Delantero,235000,5200,94,98
Argentina (Second Division),NO,183,76,27,Diestro,Arquero,150000,2600,97,98
Argentina (Premier Division),NO,178,74,17,Diestro,Mediocampista,190000,100,80,98
Argentina (Premier Division),NO,171,63,18,Diestro,Mediocampista,145000,100,65,98
Argentina (Premier Division),NO,185,71,17,Diestro,Arquero,130000,100,70,98
Argentina (Premier Division),NO,169,73,28,Diestro,Mediocampista,175000,1900,90,98
Argentina (Second Division),NO,171,65,20,Diestro,Mediocampista,160000,20,85,98
Argentina (Interior Zone),NO,178,73,29,Diestro,Defensor,220000,4400,94,98
Argentina (Interior Zone),NO,181,77,23,Diestro,Delantero,155000,3400,94,98
Argentina (Interior Zone),NO,182,75,38,Diestro,Arquero,19500,3400,94,98
Argentina (Second Division),NO,185,80,18,Zurdo,Defensor,160000,20,80,98
Argentina (Second Division),NO,181,79,26,Zurdo,Mediocampista,120000,2500,90,98
Argentina (Interior Zone),NO,186,77,28,Diestro,Defensor,175000,3900,90,98
